Episode,Reward,Length
5291,-1407.9106,20
5292,-769.05786,17
5293,-373.4038,8
5294,-806.89124,16
5295,-939.26843,18
5296,-2503.1038,42
5297,-786.3906,17
5298,-1322.5632,20
5299,-668.1804,16
5300,-777.86786,20
5301,-921.1539,15
5302,-1071.1348,17
5303,-1191.6426,22
5304,-27939.502,500
5305,-1296.5485,21
5306,-1985.522,24
5307,-997.6397,28
5308,-2462.5989,33
5309,-1391.6146,20
5310,-1224.8654,18
5311,-889.77704,18
5312,-1448.4082,23
5313,-1308.5128,26
5314,-30290.492,500
5315,-652.97504,12
5316,-691.2463,17
5317,-1190.0989,17
5318,-1567.5223,32
5319,-1534.4412,26
5320,-1271.1277,19
5321,-615.3075,9
5322,-27642.01,500
5323,-700.65405,18
5324,-653.35016,12
5325,-687.87085,16
5326,-2833.7131,51
5327,-23684.65,500
5328,-602.89886,10
5329,-1132.5472,27
5330,-1129.9152,29
5331,-1228.9031,19
5332,-1567.3235,36
5333,-874.417,14
5334,-4700.963,81
5335,-29705.033,500
5336,-1210.0742,16
5337,-549.87585,8
5338,-1082.9485,21
5339,-26694.94,500
5340,-687.9727,15
5341,-1987.3423,27
5342,-656.3547,11
5343,-1312.2709,24
5344,-1525.0712,23
5345,-2919.925,59
5346,-1438.7712,29
5347,-864.82855,18
5348,-1337.3164,18
5349,-1457.0621,29
5350,-28764.273,500
5351,-1152.5852,20
5352,-1327.1962,23
5353,-1111.365,19
5354,-691.0713,14
5355,-948.3919,17
5356,-1227.3407,30
5357,-545.5516,17
5358,-721.4492,14
5359,-1158.2084,22
5360,-1988.8264,45
5361,-557.01715,12
5362,-610.97955,10
5363,-1505.739,22
5364,-10314.5,179
5365,-1853.5782,28
5366,-3193.677,58
5367,-5449.7915,110
5368,-1506.9636,27
5369,-934.9387,20
5370,-388.51306,8
5371,-478.24832,8
5372,-853.49475,19
5373,-1007.7512,23
5374,-484.0739,10
5375,-662.63904,17
5376,-1166.9015,26
5377,-24416.709,500
5378,-990.3469,17
5379,-1769.2678,25
5380,-5747.773,76
5381,-897.0915,19
5382,-992.57275,21
5383,-1289.828,25
5384,-471.00702,8
5385,-1055.7723,22
5386,-663.90875,12
5387,-1505.3235,29
5388,-726.435,15
5389,-382.1235,8
5390,-878.76184,14
5391,-1067.696,21
5392,-1131.5859,23
5393,-3643.625,61
5394,-3899.25,62
5395,-1335.0697,24
5396,-867.79816,20
5397,-1260.6233,24
5398,-934.83527,19
5399,-2008.2091,29
5400,-1537.436,25
5401,-1822.5822,42
5402,-1412.8096,20
5403,-1979.8566,29
5404,-31977.494,500
5405,-1494.6208,23
5406,-5677.1064,93
5407,-1775.1355,31
5408,-432.37387,8
5409,-439.5561,9
5410,-8784.971,187
5411,-2120.003,31
5412,-23035.479,500
5413,-26719.207,500
5414,-1343.9773,24
5415,-1059.4774,16
5416,-742.81104,17
5417,-1167.6755,18
5418,-1611.7021,28
5419,-952.4615,15
5420,-1083.3116,21
5421,-1104.7362,18
5422,-23409.7,500
5423,-1720.1233,25
5424,-401.05887,9
5425,-1900.4734,29
5426,-26523.14,500
5427,-436.37424,9
5428,-1020.51373,17
5429,-946.8375,18
5430,-30095.098,500
5431,-1542.2865,29
5432,-30180.865,500
5433,-1366.4907,22
5434,-1070.7717,25
5435,-1549.2977,19
5436,-11349.5205,244
5437,-1593.9829,22
5438,-1518.2753,23
5439,-1006.8088,25
5440,-1106.191,18
5441,-1510.6587,30
5442,-955.9792,21
5443,-1505.0105,20
5444,-993.0836,18
5445,-28309.389,500
5446,-1191.4098,22
5447,-974.1872,20
5448,-1114.1671,24
5449,-540.6164,9
5450,-1007.0951,21
5451,-1541.7589,25
5452,-1237.4353,17
5453,-23703.957,500
5454,-403.86554,8
5455,-7311.9688,145
5456,-1097.5372,19
5457,-1326.876,25
5458,-715.5325,14
5459,-2926.39,47
5460,-1749.8739,32
5461,-4671.939,69
5462,-30386.645,500
5463,-658.2399,15
5464,-1257.3395,18
5465,-8542.342,157
5466,-24395.29,500
5467,-1073.2405,27
5468,-1825.3167,37
5469,-926.2726,18
5470,-1677.7704,29
5471,-2092.341,38
5472,-1784.0516,33
5473,-2495.268,46
5474,-1436.6177,25
5475,-1070.968,23
5476,-1144.1378,22
5477,-1306.7843,21
5478,-32267.21,500
5479,-1104.2361,20
5480,-5479.47,89
5481,-454.32208,8
5482,-1746.6672,25
5483,-450.6869,9
5484,-1017.1161,18
5485,-6934.666,145
5486,-1039.7566,15
5487,-613.3158,15
5488,-969.11993,18
5489,-4272.816,77
5490,-346.4065,8
5491,-1869.9973,26
5492,-1000.161,15
5493,-2203.9404,41
5494,-681.06256,16
5495,-457.0345,9
5496,-568.7861,10
5497,-2380.3503,39
5498,-1373.8948,21
5499,-2263.5098,40
5500,-1122.5957,20
5501,-26165.598,500
5502,-395.01022,9
5503,-708.33093,18
5504,-750.6236,13
5505,-1192.2308,21
5506,-1278.9341,23
5507,-1829.7236,30
5508,-1189.268,19
5509,-1498.4136,22
5510,-871.72687,15
5511,-1287.7249,22
5512,-1038.4335,17
5513,-800.68976,17
5514,-1086.3131,20
5515,-906.7591,13
5516,-766.0385,18
5517,-3308.7146,45
5518,-899.84436,16
5519,-30774.1,500
5520,-1644.5022,30
5521,-6526.783,116
5522,-645.9674,14
5523,-35234.348,500
5524,-850.365,13
5525,-6402.7295,95
5526,-999.24506,19
5527,-684.619,16
5528,-1646.7699,30
5529,-686.34485,15
5530,-994.76245,18
5531,-455.50595,8
5532,-619.4622,18
5533,-2379.3743,34
5534,-1404.426,27
5535,-4734.411,103
5536,-4145.1743,60
5537,-681.22797,13
5538,-714.33435,12
5539,-1401.1945,25
5540,-2107.3606,46
5541,-8559.761,142
5542,-1478.627,25
5543,-6594.66,108
5544,-746.80585,20
5545,-1606.4333,27
5546,-2493.0889,42
5547,-2617.1265,54
5548,-1182.4001,18
5549,-1556.1101,28
5550,-714.5188,15
5551,-26221.912,500
5552,-579.7377,10
5553,-3674.318,53
5554,-647.3006,17
5555,-545.70654,12
5556,-1259.8485,20
5557,-1115.854,30
5558,-1317.4165,19
5559,-9148.694,136
5560,-945.6315,17
5561,-924.7564,17
5562,-990.3551,18
5563,-931.0399,19
5564,-1353.048,23
5565,-1271.1047,19
5566,-1775.2979,30
5567,-4220.3955,63
5568,-965.08044,18
5569,-1964.6008,38
5570,-435.4071,8
5571,-794.61816,15
5572,-923.0687,22
5573,-975.9416,26
5574,-770.6158,13
5575,-1208.7761,18
5576,-926.4464,19
5577,-1347.2698,24
5578,-494.35382,16
5579,-1111.8625,21
5580,-1767.4915,26
5581,-1144.8801,24
5582,-1048.5354,16
5583,-687.5884,21
5584,-2109.0254,47
5585,-2404.047,50
5586,-3245.893,49
5587,-1109.2415,16
5588,-844.8149,19
5589,-1029.3008,19
5590,-980.3216,19
5591,-882.86523,17
5592,-1162.3618,25
5593,-2173.5972,33
5594,-561.8571,8
5595,-438.89624,8
5596,-1425.8446,25
5597,-731.1379,16
5598,-1741.3079,23
5599,-1519.3651,24
5600,-944.21106,19
5601,-34667.76,500
5602,-1228.3428,26
5603,-877.6964,17
5604,-2079.8296,26
5605,-685.9542,14
5606,-1549.0646,25
5607,-932.00256,17
5608,-830.3651,18
5609,-808.253,14
5610,-1129.5042,26
5611,-1718.4918,37
5612,-618.7547,17
5613,-714.15283,19
5614,-995.6394,19
5615,-1629.1932,27
5616,-829.38654,17
5617,-1109.637,18
5618,-1357.1211,18
5619,-935.4557,18
5620,-418.07437,9
5621,-1112.3394,18
5622,-1644.9503,26
5623,-1221.8885,24
5624,-1462.6919,27
5625,-459.1952,10
5626,-680.7855,12
5627,-827.7616,14
5628,-885.99286,17
5629,-972.41974,19
5630,-1154.905,18
5631,-2056.6526,23
5632,-4204.7188,84
5633,-367.4562,8
5634,-696.75336,19
5635,-3616.4253,73
5636,-1492.6558,19
5637,-1842.6318,30
5638,-1838.9932,44
5639,-869.95685,22
5640,-1062.4868,17
5641,-4290.7295,84
5642,-920.3922,18
5643,-28675.049,500
5644,-1249.4578,23
5645,-990.74646,18
5646,-3739.1138,75
5647,-1370.0519,27
5648,-629.0293,18
5649,-1468.8896,22
5650,-2747.4749,57
5651,-1644.2001,26
5652,-448.01123,8
5653,-934.37714,16
5654,-1143.0187,19
5655,-22658.432,500
5656,-3282.2158,54
5657,-899.72046,18
5658,-2102.6882,50
5659,-534.2733,10
5660,-1450.1321,24
5661,-399.9864,8
5662,-1115.9011,20
5663,-4410.5225,105
5664,-1330.9774,25
5665,-486.79575,10
5666,-1101.7491,15
5667,-4493.656,75
5668,-1505.842,23
5669,-848.2046,16
5670,-35508.426,500
5671,-1030.0929,19
5672,-1127.8705,21
5673,-1104.3186,19
5674,-447.72473,10
5675,-1139.5573,20
5676,-742.6743,13
5677,-2379.0923,42
5678,-611.2939,11
5679,-3846.301,70
5680,-996.8013,21
5681,-971.13995,22
5682,-1498.6378,20
5683,-1659.5999,28
5684,-1027.0724,28
5685,-1458.4292,21
5686,-1316.796,17
5687,-452.6063,10
5688,-725.8553,14
5689,-1498.2639,22
5690,-1018.6502,19
5691,-1010.1871,18
5692,-1257.633,24
5693,-440.1097,8
5694,-780.97144,15
5695,-1481.3447,22
5696,-774.76483,15
5697,-624.9244,18
5698,-1113.9545,20
5699,-1637.7043,23
5700,-1087.645,19
5701,-1620.2661,27
5702,-1149.6274,20
5703,-1030.4738,20
5704,-588.80597,15
5705,-904.9291,21
5706,-4408.064,63
5707,-2187.5508,33
5708,-978.4091,16
5709,-419.89856,8
5710,-1137.4164,16
5711,-800.1117,17
5712,-988.8061,17
5713,-29974.691,500
5714,-1469.6411,24
5715,-1307.2008,19
5716,-486.76215,8
5717,-1508.9224,33
5718,-358.18512,8
5719,-1892.9144,28
5720,-2370.9333,41
5721,-1612.2695,21
5722,-535.2938,8
5723,-1418.291,25
5724,-1000.2432,18
5725,-2420.398,39
5726,-1426.3312,21
5727,-779.253,18
5728,-727.01447,15
5729,-1179.8217,19
5730,-773.95764,19
5731,-1070.5873,23
5732,-858.0851,16
5733,-3098.9358,52
5734,-1664.5623,47
5735,-625.6023,9
5736,-885.1924,19
5737,-1131.2224,22
5738,-22690.543,500
5739,-919.5278,21
5740,-2196.414,36
5741,-1875.4998,24
5742,-1075.4685,19
5743,-878.8708,16
5744,-1250.2515,16
5745,-1253.876,25
5746,-1768.9418,28
5747,-1715.1229,27
5748,-1217.7651,22
5749,-895.61633,17
5750,-738.3106,12
5751,-1236.4532,25
5752,-759.16046,18
5753,-2888.4907,51
5754,-1253.2511,21
5755,-615.5268,13
5756,-1145.1157,18
5757,-611.7029,9
5758,-1076.8365,19
5759,-809.611,18
5760,-1570.962,26
5761,-2918.8516,46
5762,-1446.1042,26
5763,-1280.3617,22
5764,-958.7721,22
5765,-875.23987,19
5766,-3057.3564,55
5767,-1292.0343,18
5768,-1125.5317,26
5769,-4531.6074,86
5770,-1699.3612,29
5771,-889.4776,19
5772,-1046.268,15
5773,-9021.539,203
5774,-2395.6328,45
5775,-1718.1969,35
5776,-6138.4204,78
5777,-425.06223,9
5778,-1043.3252,19
5779,-32485.604,500
5780,-3053.7944,47
5781,-861.5046,18
5782,-1330.1588,23
5783,-2231.5505,34
5784,-1137.5626,20
5785,-1089.232,20
5786,-736.91077,18
5787,-2484.604,48
5788,-1288.8492,25
5789,-1600.5333,25
5790,-1149.7357,22
5791,-1349.9138,22
5792,-2582.4395,44
5793,-883.7113,19
5794,-494.68634,8
5795,-802.96497,16
5796,-909.9962,21
5797,-1010.47174,20
5798,-952.4747,18
5799,-639.8858,18
5800,-1163.2809,26
5801,-1158.7864,20
5802,-977.0947,17
5803,-1148.8796,19
5804,-10981.727,157
5805,-1280.656,26
5806,-815.18115,20
5807,-1371.1292,23
5808,-474.56177,10
5809,-735.19604,18
5810,-413.46625,9
5811,-1085.472,22
5812,-2776.1812,42
5813,-782.4446,14
5814,-574.7652,14
5815,-1068.9164,25
5816,-615.0133,14
5817,-30252.941,500
5818,-408.8479,8
5819,-1756.2373,31
5820,-1002.1575,20
5821,-535.26056,10
5822,-1137.7815,18
5823,-1161.733,22
5824,-1239.3401,18
5825,-1021.3678,18
5826,-1522.2136,24
5827,-2301.1577,42
5828,-615.4053,10
5829,-1240.8142,22
5830,-1629.2993,25
5831,-1174.6084,17
5832,-1168.1034,19
5833,-1238.1523,18
5834,-833.34454,17
5835,-1215.6526,26
5836,-33865.27,500
5837,-1518.4774,25
5838,-1229.8011,19
5839,-792.6196,18
5840,-864.2245,12
5841,-22320.078,500
5842,-629.69275,18
5843,-822.89923,17
5844,-882.60364,18
5845,-1493.5294,27
5846,-946.9345,20
5847,-1637.6497,25
5848,-2396.207,41
5849,-1079.0322,18
5850,-1197.4098,23
5851,-1137.4686,19
5852,-1712.4712,30
5853,-3341.3584,66
5854,-1379.4188,30
5855,-859.98926,15
5856,-1012.7535,23
5857,-1987.7416,43
5858,-1113.1974,15
5859,-864.181,15
5860,-1148.3728,18
5861,-33287.58,500
5862,-1113.8263,18
5863,-874.3984,17
5864,-1581.8047,23
5865,-1376.6965,25
5866,-1177.4506,17
5867,-899.91986,18
5868,-1417.825,22
5869,-1340.7073,23
5870,-1223.9177,18
5871,-908.24365,20
5872,-1568.3229,28
5873,-991.636,18
5874,-1206.6797,24
5875,-720.2718,20
5876,-1742.9459,32
5877,-2180.7405,35
5878,-534.5167,9
5879,-1111.2489,18
5880,-1721.2504,43
5881,-1867.1652,29
5882,-747.9146,15
5883,-1169.8641,22
5884,-1649.481,21
5885,-1725.7786,32
5886,-2025.575,34
5887,-986.05304,21
5888,-32046.062,500
5889,-1590.2854,22
5890,-20049.668,500
5891,-800.1833,17
5892,-2756.0498,38
5893,-1561.2109,21
5894,-374.2082,8
5895,-2067.268,28
5896,-26344.512,500
5897,-1729.4484,27
5898,-21343.453,500
5899,-1173.41,17
5900,-478.83276,8
5901,-657.46857,15
5902,-1926.7382,41
5903,-5289.328,110
5904,-1419.8961,20
5905,-3365.0012,61
5906,-1148.0867,22
5907,-1470.7354,24
5908,-1090.8617,18
5909,-2170.4934,31
5910,-1245.2184,31
5911,-6334.311,130
5912,-837.2756,14
5913,-1499.5536,28
5914,-1195.7585,24
5915,-487.98764,9
5916,-1218.1018,26
5917,-937.765,15
5918,-5584.8335,87
5919,-868.5307,15
5920,-688.6351,16
5921,-1415.5226,26
5922,-1275.4423,24
5923,-33867.55,500
5924,-990.8285,18
5925,-629.0797,18
5926,-389.38272,8
5927,-1911.9191,34
5928,-622.451,9
5929,-1614.539,29
5930,-1409.9163,22
5931,-814.8706,16
5932,-800.9981,20
5933,-880.37683,18
5934,-714.6488,18
5935,-1875.1119,25
5936,-1146.4803,16
5937,-1409.3032,21
5938,-1129.3905,18
5939,-2031.7266,32
5940,-3918.173,66
5941,-1747.6821,29
5942,-687.9024,11
5943,-1931.0188,29
5944,-1725.2456,29
5945,-468.69598,8
5946,-1071.2051,16
5947,-1212.5012,23
5948,-1132.0371,20
5949,-1073.5251,20
5950,-1458.1775,20
5951,-889.5534,21
5952,-7109.26,107
5953,-693.8335,18
5954,-2179.168,37
5955,-1021.298,18
5956,-493.06873,10
5957,-559.42816,11
5958,-1455.3873,24
5959,-1502.6058,22
5960,-1732.7076,29
5961,-1894.2928,31
5962,-1565.4854,26
5963,-886.97784,19
5964,-1365.3359,21
5965,-804.2636,15
5966,-1127.5587,20
5967,-1340.8795,23
5968,-2424.738,55
5969,-1309.6105,22
5970,-827.45074,16
5971,-651.67505,18
5972,-3529.0483,59
5973,-448.65616,8
5974,-682.14136,14
5975,-6824.79,139
5976,-902.8216,18
5977,-1532.3569,26
5978,-610.72455,11
5979,-1241.7212,19
5980,-966.11127,21
5981,-6577.008,90
5982,-636.7767,13
5983,-935.8316,19
5984,-2057.1233,35
5985,-763.22363,19
5986,-1487.4375,29
5987,-1113.1953,18
5988,-21047.646,500
5989,-1502.2406,25
5990,-659.57904,13
5991,-460.6989,9
5992,-9098.704,145
5993,-1288.4705,20
5994,-30476.617,453
5995,-774.7724,13
5996,-984.5688,17
5997,-1060.5416,24
5998,-950.5181,20
5999,-1189.283,21
6000,-1821.1936,25
6001,-931.26483,21
6002,-1587.9397,30
6003,-1324.2634,24
6004,-16296.449,500
6005,-946.9795,18
6006,-778.49445,16
6007,-24690.781,500
6008,-1910.6104,32
6009,-1393.4268,18
6010,-814.83,17
6011,-602.54456,14
6012,-454.80905,8
6013,-1721.7461,26
6014,-3723.7126,55
6015,-769.3946,13
6016,-1094.2097,19
6017,-1023.7106,23
6018,-566.5388,10
6019,-16992.467,500
6020,-759.939,19
6021,-812.9307,16
6022,-1737.9954,21
6023,-22331.375,500
6024,-384.47598,8
6025,-406.4489,8
6026,-2112.7263,29
6027,-830.38934,18
6028,-944.3764,14
6029,-2981.9229,63
6030,-1941.6803,46
6031,-19427.057,500
6032,-1120.1776,19
6033,-1200.4243,19
6034,-1229.5571,24
6035,-866.83514,19
6036,-825.1961,17
6037,-1245.4409,17
6038,-1056.3223,18
6039,-1028.421,17
6040,-1117.6089,24
6041,-1157.6653,18
6042,-1043.1691,22
6043,-26229.998,500
6044,-819.778,17
6045,-1899.9741,30
6046,-909.8026,25
6047,-8918.82,156
6048,-622.03546,12
6049,-386.94574,8
6050,-1046.3909,19
6051,-1256.3955,18
6052,-902.3265,20
6053,-517.3539,9
6054,-4823.9165,91
6055,-792.5501,18
6056,-917.8935,15
6057,-20996.584,500
6058,-419.28223,8
6059,-1285.1334,20
6060,-20627.148,385
6061,-1304.6511,17
6062,-1395.5035,23
6063,-30436.223,500
6064,-4105.862,81
6065,-1224.8445,25
6066,-526.5884,8
6067,-646.2194,11
6068,-981.79785,20
6069,-371.34265,9
6070,-1130.2153,21
6071,-3496.8137,54
6072,-3238.574,54
6073,-2209.0156,37
6074,-1842.0337,45
6075,-1569.3604,31
6076,-853.1148,13
6077,-1331.4718,23
6078,-5172.9507,92
6079,-30379.4,500
6080,-1050.8864,14
6081,-692.5168,19
6082,-1334.491,20
6083,-24563.744,500
6084,-381.86285,8
6085,-447.4641,9
6086,-1040.0406,19
6087,-1077.2275,17
6088,-1725.9247,24
6089,-792.876,18
6090,-759.169,19
6091,-12199.587,300
6092,-1488.2151,19
6093,-1249.3422,19
6094,-1162.6177,20
6095,-3063.267,42
6096,-17651.299,500
6097,-2331.6106,48
6098,-505.675,8
6099,-519.3781,9
6100,-432.81458,8
6101,-1765.42,23
6102,-1010.08356,17
6103,-1299.0386,26
6104,-2200.6604,47
6105,-2688.262,40
6106,-2043.0353,33
6107,-2241.0923,52
6108,-979.4943,17
6109,-1457.2412,23
6110,-1184.0427,25
6111,-855.52814,19
6112,-1095.3438,17
6113,-1169.3848,22
6114,-1547.985,28
6115,-1216.3352,24
6116,-2642.8972,50
6117,-965.9345,16
6118,-970.6547,19
6119,-1084.4199,20
6120,-557.78485,8
6121,-1404.0706,28
6122,-2418.3801,56
6123,-1433.5763,22
6124,-1124.1208,17
6125,-607.2199,14
6126,-1155.051,16
6127,-1142.0621,17
6128,-924.7114,18
6129,-3017.2148,75
6130,-1389.35,26
6131,-523.64386,8
6132,-418.10385,8
6133,-1456.7427,20
6134,-783.98535,20
6135,-1133.1292,28
6136,-616.8791,11
6137,-1594.4396,24
6138,-1117.7236,19
6139,-562.01514,14
6140,-921.04065,19
6141,-1614.9934,23
6142,-698.397,17
6143,-1081.4866,22
6144,-2278.9685,41
6145,-1620.881,26
6146,-1364.6487,25
6147,-2173.5862,33
6148,-774.78656,13
6149,-1431.4153,28
6150,-1538.0017,22
6151,-373.1419,8
6152,-779.4612,15
6153,-9766.989,184
6154,-1734.9672,28
6155,-1067.8846,24
6156,-28687.42,500
6157,-1223.7899,22
6158,-994.81775,18
6159,-1488.7427,22
6160,-1301.6074,26
6161,-1454.8064,30
6162,-960.6577,21
6163,-951.4681,21
6164,-2512.4373,41
6165,-24804.346,500
6166,-1023.7952,21
6167,-1568.5128,23
6168,-1144.5281,19
6169,-686.5934,17
6170,-1855.5319,28
6171,-766.18774,20
6172,-1348.8762,21
6173,-983.2381,21
6174,-648.2554,10
6175,-20789.574,500
6176,-648.6919,19
6177,-893.92065,18
6178,-1756.2717,29
6179,-1041.1498,17
6180,-1630.2517,30
6181,-29346.623,500
6182,-2153.1394,46
6183,-959.3419,18
6184,-792.7413,14
6185,-1032.0383,14
6186,-2365.8452,35
6187,-1367.0354,26
6188,-1349.5208,25
6189,-1127.719,18
6190,-1532.5604,19
6191,-440.08148,8
6192,-891.085,18
6193,-1618.5715,27
6194,-20689.836,500
6195,-1104.9121,16
6196,-1831.2017,34
6197,-1082.8105,18
6198,-796.9863,19
6199,-1068.0109,18
6200,-1211.4867,20
6201,-1286.8645,28
6202,-1982.3176,34
6203,-853.5364,17
6204,-1045.0304,17
6205,-1085.8549,26
6206,-762.08344,19
6207,-868.7145,20
6208,-972.72266,17
6209,-933.83966,18
6210,-1234.101,19
6211,-1370.9891,22
6212,-811.9128,19
6213,-1419.1077,19
6214,-1681.4016,31
6215,-5702.5894,78
6216,-1313.4736,30
6217,-1301.0559,27
6218,-2123.1414,37
6219,-650.63245,14
6220,-1897.3057,33
6221,-892.9263,16
6222,-1203.1965,23
6223,-1440.1577,26
6224,-1698.7549,27
6225,-812.00653,20
6226,-1479.5415,22
6227,-743.6974,18
6228,-1316.7539,20
6229,-428.4729,9
6230,-25380.531,500
6231,-656.3621,11
6232,-885.1122,19
6233,-974.23016,18
6234,-1379.3557,26
6235,-414.364,9
6236,-21141.172,500
6237,-2267.8188,41
6238,-645.5078,17
6239,-732.81213,14
6240,-1131.1154,24
6241,-1188.3761,23
6242,-784.1121,17
6243,-8086.1396,106
6244,-1428.7036,20
6245,-1514.0824,19
6246,-660.2097,10
6247,-784.18695,18
6248,-7837.6157,132
6249,-1111.7828,16
6250,-848.51935,16
6251,-1505.2858,26
6252,-761.05316,13
6253,-389.60645,8
6254,-1720.9219,28
6255,-6581.2476,131
6256,-1214.9518,21
6257,-1238.4348,24
6258,-25241.195,500
6259,-2771.0388,43
6260,-646.2948,12
6261,-1979.5592,32
6262,-2134.8052,41
6263,-922.2351,15
6264,-984.9801,15
6265,-19704.705,500
6266,-7031.169,91
6267,-3352.4668,66
6268,-2104.1118,37
6269,-676.55774,12
6270,-965.90265,18
6271,-1226.083,17
6272,-710.1037,17
6273,-603.8437,10
6274,-1565.1738,30
6275,-969.931,19
6276,-964.3971,18
6277,-1253.8748,24
6278,-873.6305,16
6279,-749.33984,19
6280,-947.93115,20
6281,-374.6041,8
6282,-966.50385,15
6283,-1728.7042,29
6284,-496.43008,8
6285,-23662.666,500
6286,-1962.8395,34
6287,-1065.2814,18
6288,-472.34305,11
6289,-1285.8945,19
6290,-943.00085,18
6291,-1252.6384,19
6292,-774.5271,13
6293,-1231.0828,27
6294,-1145.5664,22
6295,-967.5361,16
6296,-1438.5615,17
6297,-26090.164,500
6298,-596.75244,10
6299,-8341.269,143
6300,-1357.2559,21
6301,-32743.383,500
6302,-1403.0579,21
6303,-7966.8677,142
6304,-401.84445,8
6305,-1346.5573,23
6306,-1115.3392,20
6307,-786.5897,21
6308,-891.6797,20
6309,-1222.7483,16
6310,-20571.162,500
6311,-19955.348,500
6312,-737.64294,19
6313,-901.0065,13
6314,-27671.084,500
6315,-809.04626,21
6316,-1676.6515,26
6317,-428.8384,9
6318,-2176.975,40
6319,-1181.3823,25
6320,-1809.2393,24
6321,-739.06476,18
6322,-545.0703,10
6323,-1319.8505,19
6324,-2496.976,45
6325,-902.0915,21
6326,-919.6529,17
6327,-24217.066,500
6328,-2081.5447,46
6329,-1497.7777,26
6330,-1475.4558,26
6331,-985.95776,23
6332,-842.17126,17
6333,-1414.4274,25
6334,-653.0959,11
6335,-719.6387,16
6336,-1193.6471,24
6337,-475.77274,9
6338,-1116.39,18
6339,-1498.1953,19
6340,-2628.6812,56
6341,-1246.8145,22
6342,-1139.207,17
6343,-540.44073,9
6344,-744.9159,16
6345,-32758.885,500
6346,-956.79877,16
6347,-5025.004,78
6348,-28423.69,500
6349,-668.52405,11
6350,-2431.3555,34
6351,-422.71478,9
6352,-1338.1572,31
6353,-747.3085,13
6354,-713.6782,13
6355,-1138.232,16
6356,-817.23456,14
6357,-681.2531,13
6358,-487.33667,10
6359,-2584.4749,43
6360,-2157.7864,36
6361,-580.5356,11
6362,-1664.4836,27
6363,-2984.1533,41
6364,-1036.442,20
6365,-1462.9452,30
6366,-1523.5769,44
6367,-1275.4358,26
6368,-510.85953,8
6369,-1192.1108,19
6370,-1092.6757,20
6371,-354.3521,8
6372,-1337.2312,31
6373,-1546.2097,30
6374,-1222.76,23
6375,-729.73535,15
6376,-761.688,16
6377,-743.35803,19
6378,-987.4776,18
6379,-24370.715,500
6380,-1791.3721,27
6381,-1183.5333,23
6382,-23197.76,500
6383,-853.1521,17
6384,-962.29266,19
6385,-851.38684,21
6386,-612.46045,11
6387,-1757.4456,28
6388,-1382.9818,23
6389,-2152.4968,36
6390,-1875.8779,37
6391,-1174.4069,26
6392,-945.40344,19
6393,-858.0636,19
6394,-1206.8212,26
6395,-1220.3005,21
6396,-1280.7637,21
6397,-723.4054,16
6398,-720.2008,20
6399,-1958.993,32
6400,-2967.879,49
6401,-1112.1581,18
6402,-1256.9177,22
6403,-946.8437,19
6404,-394.1155,8
6405,-1096.5955,21
6406,-1359.4501,27
6407,-1756.8112,38
6408,-2278.1348,49
6409,-1121.1097,21
6410,-1366.2255,23
6411,-1469.8566,25
6412,-1179.3936,26
6413,-600.68677,14
6414,-940.9851,16
6415,-3493.4612,71
6416,-1003.0202,24
6417,-2093.6367,32
6418,-1266.5376,24
6419,-1121.6486,18
6420,-1725.5404,28
6421,-646.67236,13
6422,-1413.0215,21
6423,-23668.826,500
6424,-26629.217,500
6425,-883.3076,18
6426,-638.0323,12
6427,-1519.9454,29
6428,-2334.5613,31
6429,-30848.086,500
6430,-1175.3986,19
6431,-1159.8209,26
6432,-631.6483,10
6433,-24108.197,500
6434,-470.8344,8
6435,-1164.0054,19
6436,-2668.2502,47
6437,-595.35706,13
6438,-2786.1592,51
6439,-817.93646,17
6440,-634.9275,18
6441,-28778.25,500
6442,-1329.2703,26
6443,-1297.4117,25
6444,-740.06726,17
6445,-475.65265,11
6446,-1112.6499,17
6447,-1037.9801,22
6448,-1353.7963,17
6449,-674.16223,19
6450,-1044.2561,24
6451,-1708.2427,22
6452,-4144.58,54
6453,-693.84155,14
6454,-1368.3345,22
6455,-360.63016,9
6456,-706.1709,16
6457,-1440.6907,27
6458,-1043.7903,26
6459,-813.4998,15
6460,-485.52057,8
6461,-1325.0647,19
6462,-918.59717,18
6463,-2067.169,36
6464,-1156.3246,22
6465,-1216.4569,24
6466,-513.2987,9
6467,-816.68384,17
6468,-28484.87,500
6469,-711.9023,15
6470,-841.1205,21
6471,-727.04224,12
6472,-1356.132,20
6473,-402.65256,9
6474,-25753.3,500
6475,-1277.8033,21
6476,-578.85376,18
6477,-1106.3253,19
6478,-1923.9663,30
6479,-1789.179,29
6480,-1061.6023,20
6481,-1310.8364,23
6482,-1398.7329,23
6483,-1402.8652,26
6484,-32261.957,500
6485,-534.72626,11
6486,-551.6751,18
6487,-1604.5753,34
6488,-1430.5577,19
6489,-2511.5364,38
6490,-1576.9352,28
6491,-5925.608,114
6492,-892.2724,17
6493,-866.7051,18
6494,-1144.3043,20
6495,-706.8253,20
6496,-7752.746,106
6497,-27007.555,500
6498,-1224.9464,29
6499,-1640.3988,24
6500,-1132.1782,19
6501,-1660.8087,21
6502,-1097.3387,25
6503,-1353.1927,21
6504,-3161.197,47
6505,-845.4334,15
6506,-5144.84,71
6507,-7990.3174,125
6508,-729.65393,16
6509,-732.2617,15
6510,-1118.0449,24
6511,-1326.5156,23
