#{"t_start": 1750636327.971275, "env_id": "None"}
r,l,t
-9.231863,11,195.212372
-10.853901,19,195.536426
-8.53808,12,195.736555
-9.840074,17,196.028068
-8.82115,13,196.240793
-9.4896,12,196.446489
-10.757415,17,196.733314
-10.639,12,196.933631
-14.168714,28,197.592397
-11.739165,16,197.86151
-12.332544,17,198.148689
-9.252862,11,198.33177
-10.924254,11,198.517007
-11.515811,20,198.852797
-9.277474,11,199.032082
-10.359907,13,199.253261
-10.998113,12,199.452891
-10.943141,18,199.755389
-9.957964,13,199.971775
-11.775649,16,200.241943
-9.235829,11,200.430215
-4.27885,14,200.661267
-8.750169,11,200.842935
-9.804091,11,201.024042
-10.363784,18,201.330482
-4.077939,14,201.566363
-8.716949,11,201.932285
-9.654289,11,202.116233
-4.125547,15,202.372189
-8.856021,13,202.588936
-5.023871,17,202.87409
-11.931496,16,203.134997
-14.789763,18,203.437085
-10.181337,13,203.655248
-9.143882,11,203.829798
-10.028452,15,204.072315
-8.771985,10,204.242974
-10.46891,14,204.481081
-11.947242,15,204.73285
-10.960384,17,205.020875
-10.023237,17,205.300792
-16.481605,27,205.751455
-10.811333,11,205.942281
-7.82052,20,206.451733
-9.161756,11,206.633019
-13.433424,15,206.880934
-9.952423,14,207.114585
-3.917762,13,207.328881
-9.246368,12,207.523201
-10.235347,17,207.809855
-13.967348,21,208.165467
-9.280828,26,208.599375
-9.005186,14,208.827713
-8.604301,11,209.014572
-11.823296,22,209.388558
-8.937532,10,209.555138
-12.269002,18,209.865559
-8.319225,10,210.035214
-4.827243,17,210.320022
-13.160987,18,210.810952
-4.062787,14,211.052727
-10.946623,13,211.301574
-12.54912,18,211.671628
-9.001576,11,211.867584
-8.537523,11,212.062171
-11.478161,15,212.313079
-7.560096,19,212.644744
-8.680548,11,212.827536
-10.114034,12,213.03314
-13.169745,17,213.315418
-10.991859,19,213.638498
-10.238858,16,213.909628
-14.208619,17,214.198943
-12.671837,15,214.446565
-11.364131,14,214.684915
-10.811386,19,215.005173
-12.302966,17,215.469921
-11.743475,19,215.811878
-8.894724,10,215.980336
-13.735755,22,216.351372
-9.064412,11,216.534686
-10.586886,14,216.767878
-12.617301,17,217.051641
